
Reading eigenvectors

 ns, nv, nc, nk =     1   12   12    8
 nmat =     1152

kpoints follow:
    1   0.00000   0.00000   0.00000
    2   0.00000   0.00000   0.12500
    3   0.00000   0.00000   0.25000
    4   0.00000   0.00000   0.37500
    5   0.00000   0.00000   0.50000
    6   0.00000   0.00000  -0.37500
    7   0.00000   0.00000  -0.25000
    8   0.00000   0.00000  -0.12500

exciton energies follow (eV)
wtot = sum_k |A_vck|^2. wmax = max_k |A_vck|^2. |A_vc (ikmax)|^2 = wmax.


 Special analysis for state     1   0.83056
    c    v      wtot      wmax     ikmax
   12   12   0.00000   0.00000         7


 Special analysis for state     5   1.12358
    c    v      wtot      wmax     ikmax
    1    1   0.00162   0.00028         1
    1    2   0.00313   0.00135         3
    1    3   0.00352   0.00152         5
    1    4   0.00228   0.00064         6
    1    5   0.00018   0.00009         1
    1    6   0.00054   0.00029         2
    1    7   0.00054   0.00028         1
    1    8   0.00007   0.00004         1
    1    9   0.00005   0.00002         2
    1   10   0.00008   0.00005         2
    1   11   0.00002   0.00001         7
    1   12   0.00008   0.00003         2
    2    1   0.05428   0.01235         3
    2    2   0.80123   0.21785         1
    2    3   0.00625   0.00351         6
    2    4   0.00589   0.00540         5
    2    5   0.00003   0.00001         2
    2    6   0.00002   0.00001         7
    2    7   0.00001   0.00000         4
    2    8   0.00001   0.00001         8
    2    9   0.00002   0.00001         1
    2   10   0.00001   0.00001         8
    2   11   0.00001   0.00000         1
    2   12   0.00000   0.00000         7
    3    1   0.01190   0.00936         5
    3    2   0.00128   0.00038         2
    3    3   0.02280   0.01851         5
    3    4   0.00403   0.00236         4
    3    5   0.00011   0.00008         3
    3    6   0.00013   0.00007         3
    3    7   0.00001   0.00001         3
    3    8   0.00001   0.00000         4
    3    9   0.00000   0.00000         3
    3   10   0.00001   0.00000         5
    3   11   0.00000   0.00000         4
    3   12   0.00001   0.00000         3
    4    1   0.00328   0.00157         6
    4    2   0.01429   0.00847         5
    4    3   0.01964   0.00665         4
    4    4   0.02928   0.01032         4
    4    5   0.00088   0.00079         3
    4    6   0.00112   0.00079         3
    4    7   0.00015   0.00008         3
    4    8   0.00011   0.00005         8
    4    9   0.00019   0.00011         1
    4   10   0.00002   0.00001         3
    4   11   0.00001   0.00000         3
    4   12   0.00002   0.00001         3
    5    1   0.00055   0.00037         1
    5    2   0.00004   0.00001         8
    5    3   0.00197   0.00071         3
    5    4   0.00188   0.00114         3
    5    5   0.00046   0.00018         3
    5    6   0.00009   0.00008         3
    5    7   0.00019   0.00016         1
    5    8   0.00004   0.00004         1
    5    9   0.00000   0.00000         3
    5   10   0.00003   0.00002         1
    5   11   0.00000   0.00000         8
    5   12   0.00001   0.00000         2
    6    1   0.00033   0.00019         2
    6    2   0.00005   0.00003         8
    6    3   0.00047   0.00017         8
    6    4   0.00020   0.00013         3
    6    5   0.00004   0.00001         2
    6    6   0.00037   0.00019         2
    6    7   0.00024   0.00009         2
    6    8   0.00001   0.00001         1
    6    9   0.00001   0.00001         2
    6   10   0.00005   0.00003         2
    6   11   0.00001   0.00000         2
    6   12   0.00002   0.00001         2
    7    1   0.00011   0.00007         2
    7    2   0.00001   0.00000         4
    7    3   0.00005   0.00001         3
    7    4   0.00015   0.00006         2
    7    5   0.00009   0.00006         2
    7    6   0.00013   0.00005         2
    7    7   0.00004   0.00002         6
    7    8   0.00003   0.00001         7
    7    9   0.00002   0.00001         1
    7   10   0.00003   0.00002         2
    7   11   0.00000   0.00000         7
    7   12   0.00001   0.00001         2
    8    1   0.00017   0.00010         2
    8    2   0.00001   0.00001         2
    8    3   0.00007   0.00004         8
    8    4   0.00061   0.00029         1
    8    5   0.00010   0.00005         2
    8    6   0.00008   0.00003         2
    8    7   0.00009   0.00004         7
    8    8   0.00010   0.00003         2
    8    9   0.00010   0.00008         1
    8   10   0.00006   0.00004         2
    8   11   0.00001   0.00000         7
    8   12   0.00002   0.00001         2
    9    1   0.00008   0.00003         4
    9    2   0.00001   0.00001         7
    9    3   0.00006   0.00003         1
    9    4   0.00018   0.00007         3
    9    5   0.00002   0.00001         1
    9    6   0.00004   0.00003         7
    9    7   0.00009   0.00005         1
    9    8   0.00005   0.00002         1
    9    9   0.00011   0.00005         7
    9   10   0.00001   0.00000         2
    9   11   0.00002   0.00001         7
    9   12   0.00002   0.00001         7
   10    1   0.00002   0.00002         2
   10    2   0.00002   0.00001         2
   10    3   0.00002   0.00001         2
   10    4   0.00010   0.00007         2
   10    5   0.00004   0.00003         2
   10    6   0.00009   0.00007         2
   10    7   0.00007   0.00005         2
   10    8   0.00001   0.00001         2
