# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     723     0.00000     0.00000     0.01918   -3.991323446   -4.570221246   -0.578897800
     1     723     0.00000     0.00000     0.02055   -3.989458024   -4.562901848   -0.573443824
     1     723     0.00000     0.00000     0.02192   -3.988558239   -4.556663687   -0.568105448
     1     723     0.00000     0.00000     0.02329   -3.988619823   -4.551201525   -0.562581702
     1     723     0.00000     0.00000     0.02466   -3.989538785   -4.545838784   -0.556299999
     1     723     0.00000     0.00000     0.02603   -3.991037382   -4.539203049   -0.548165667
     1     723     0.00000     0.00000     0.02740   -3.992507046   -4.529330506   -0.536823460
     1     723     0.00000     0.00000     0.02877   -3.992815210   -4.517140425   -0.524325215
     1     723     0.00000     0.00000     0.03014   -3.990951365   -4.509603467   -0.518652102
     1     723     0.00000     0.00000     0.03151   -3.987289136   -4.506424215   -0.519135079
     1     723     0.00000     0.00000     0.03288   -3.982720621   -4.503196351   -0.520475730
     1     723     0.00000     0.00000     0.03425   -3.977747490   -4.498550634   -0.520803144
     1     723     0.00000     0.00000     0.03562   -3.972618887   -4.492146268   -0.519527381
     1     723     0.00000     0.00000     0.03699   -3.967454014   -4.483186509   -0.515732495
     1     723     0.00000     0.00000     0.03836   -3.962404148   -4.469356988   -0.506952840
     1     723     0.00000     0.00000     0.03973   -3.957835584   -4.444173714   -0.486338130
     1     723     0.00000     0.00000     0.04110   -3.955442638   -4.414535295   -0.459092657
     1     724     0.00000     0.00000     0.00000   -4.009585316   -4.676516747   -0.666931431
     1     724     0.00000     0.00000     0.00137   -4.003259024   -4.640627126   -0.637368102
     1     724     0.00000     0.00000     0.00274   -3.991441751   -4.607645968   -0.616204217
     1     724     0.00000     0.00000     0.00411   -3.978505258   -4.585320644   -0.606815386
     1     724     0.00000     0.00000     0.00548   -3.965376803   -4.567177088   -0.601800285
     1     724     0.00000     0.00000     0.00685   -3.952428034   -4.550572720   -0.598144686
     1     724     0.00000     0.00000     0.00822   -3.940030386   -4.534221667   -0.594191282
     1     724     0.00000     0.00000     0.00959   -3.928805937   -4.517324842   -0.588518905
     1     724     0.00000     0.00000     0.01096   -3.919933011   -4.499185816   -0.579252805
     1     724     0.00000     0.00000     0.01233   -3.914634300   -4.481339021   -0.566704721
     1     724     0.00000     0.00000     0.01370   -3.912483120   -4.467977196   -0.555494075
     1     724     0.00000     0.00000     0.01507   -3.912041665   -4.459216512   -0.547174847
     1     724     0.00000     0.00000     0.01644   -3.912325021   -4.453099169   -0.540774148
     1     724     0.00000     0.00000     0.01781   -3.912838764   -4.448375710   -0.535536946
     1     724     0.00000     0.00000     0.01918   -3.913300584   -4.444437916   -0.531137332
     1     724     0.00000     0.00000     0.02055   -3.913507371   -4.440989910   -0.527482539
     1     724     0.00000     0.00000     0.02192   -3.913340814   -4.437931265   -0.524590451
     1     724     0.00000     0.00000     0.02329   -3.912737875   -4.435293776   -0.522555901
     1     724     0.00000     0.00000     0.02466   -3.911727317   -4.433318639   -0.521591322
     1     724     0.00000     0.00000     0.02603   -3.910421659   -4.432636294   -0.522214635
     1     724     0.00000     0.00000     0.02740   -3.909077164   -4.434917198   -0.525840034
     1     724     0.00000     0.00000     0.02877   -3.908352959   -4.444459174   -0.536106215
